
id,socialId,name,registerId,represent,type,builtTime,regAmount,checkTime,regLocate,state,locate,busScope
1541	,91694690JATXTAN6Y1	,开封市束慨家居用品股份有限公司	,262639172748284	,和好琰	,股份有限公司	,19940201	,425.48	,20120624	,开封市市场监督管理局	,存续	,开封市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
1542	,91115648JAYYBQTFF0	,保山市维佰电子电工有限责任公司	,442202919079080	,戈爽	,有限责任公司	,20070607	,530.55	,20211126	,保山市市场监督管理局	,存续	,保山市	,磁性材料，半导体材料，绝缘材料，电工陶瓷材料，电子元器件、组件，电池，照明与灯具，插头，插座，充电器，电动机	
1543	,91398044D1FNAC0P8L	,毕节市霆理环保绿化有限责任公司	,356929920306191	,姓凝	,有限责任公司	,19900104	,1086.42	,20130712	,毕节市市场监督管理局	,存续	,毕节市	,废金属处理设施，纺织废料处理设施，皮革废料及处理设施，化工废料及处理设施，废气处理设施，水、污水处理设施，废料回收再利用	
1544	,91379881G66MDG8H9M	,泉州市捷怡旅游休闲股份两合公司	,740602148058809	,薛礼月	,股份两合公司	,20101029	,1732.58	,20151120	,泉州市市场监督管理局	,存续	,泉州市	,旅游休闲旅游用品，宾馆酒店用品，宠物及用品，纪念品，扑克，棋类，乐器，钓鱼，健身，游艺设施，旅行服务	
1545	,91767516YB283PEBL9	,北海市志汉家居用品无限责任公司	,604690167664835	,乐凯明	,无限责任公司	,19900724	,1707.74	,20140819	,北海市市场监督管理局	,存续	,北海市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
1546	,91028113UU3K6AJEBG	,廊坊市霆高建筑建材无限责任公司	,196958594052559	,有中茗	,无限责任公司	,20191210	,742.4	,20180530	,廊坊市市场监督管理局	,存续	,廊坊市	,市政道路建设，市政公用设施建设，自来水输水工程，集中供暖、供热、供气工程，文教、卫生、体育、音乐等公益设施建设，纪念性建筑设施建设，各类建筑工程，木材板材，石材石料，水泥及制品，石灰，石膏，混凝土	
1547	,9143781643PDLAG558	,巴中市旭铁石油化工股份有限公司	,972712959984189	,汝马振	,股份有限公司	,20060910	,695.31	,20200328	,巴中市市场监督管理局	,存续	,巴中市	,无机化工原料，有机化工原料，树脂，其他聚合物，化学纤维，食品添加剂，饲料添加剂，化学试剂，催化剂及化学助剂，日用化学品，香料，香精，染料，颜料，涂料，胶粘剂，火工产品，油墨，塑料及制品，橡胶及制品，	
1548	,9195830318L1GH6BGJ	,泸州市佳德办公股份两合公司	,727404430620858	,厉九中	,股份两合公司	,19990711	,592.74	,20130702	,泸州市市场监督管理局	,存续	,泸州市	,办公木制品，其他材料办公家具，医用家具，剧场桌椅，影院桌椅，实验室家具，校园桌椅，保险柜，档案柜，密集架，其他办公家具	
1549	,91345700XJ2TAC097A	,清远市元晶家居用品无限责任公司	,178694753491330	,年素	,无限责任公司	,20141120	,931.9	,20190703	,清远市市场监督管理局	,存续	,清远市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
1550	,91150991WTQN0YUBR1	,广安市友通信息产业有限责任公司	,548977690450284	,仇友瑶	,有限责任公司	,20040916	,341.75	,20210623	,广安市市场监督管理局	,存续	,广安市	,计算机，消耗品，插卡类，主机配件，电脑外设，机箱，UPS与电源，网络设备，配件，电脑，电子记事簿，笔记本电脑，服务器，工作站，二手电脑及用品	
1551	,91678870RD6NHJU231	,宜宾市英大包装有限责任公司	,947773981265245	,万好霄	,有限责任公司	,19950228	,1225.19	,20170612	,宜宾市市场监督管理局	,存续	,宜宾市	,纸浆，文化用纸，包装用纸，家用纸品，壁纸，废纸，其它用途用纸，标签，标牌，胶带，索具，托盘，包装材料，纸制包装用品	
1552	,91730553HQENW863M5	,锦州市霆广专业服务股份有限公司	,484030540423551	,柴易真	,股份有限公司	,19990628	,1266.48	,20201006	,锦州市市场监督管理局	,存续	,锦州市	,不干胶制品，广告材料，印刷出版物，音像制品及电子读物，广播，电视节目，排版，制版设备，印刷设备，二手印刷设备，印刷出版服，媒体和传播，培训，物业管理	
1553	,915335926Q8W5W46ER	,梧州市览志家居用品无限责任公司	,988408488067738	,劳伟	,无限责任公司	,20110709	,1456.97	,20160110	,梧州市市场监督管理局	,存续	,梧州市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
1554	,91087451YJDK4U6M3J	,鹰潭市豪庆信息产业股份两合公司	,829790488081211	,张器婉	,股份两合公司	,19910122	,154.93	,20210324	,鹰潭市市场监督管理局	,存续	,鹰潭市	,计算机，消耗品，插卡类，主机配件，电脑外设，机箱，UPS与电源，网络设备，配件，电脑，电子记事簿，笔记本电脑，服务器，工作站，二手电脑及用品	
1555	,91967122GPN47D10MC	,温州市盈隆交通运输有限责任公司	,306281296252598	,傅信超	,有限责任公司	,20160330	,160.36	,20200214	,温州市市场监督管理局	,存续	,温州市	,轿车，越野汽车，吉普车，卡车，载客汽车，旅行面包车，公共汽车，微型客车，其它载客汽车，专用汽车，工程汽车，工具汽车，消防车，警车，救护车，通讯和广播用车，皮卡，洒水车，道路清扫车，垃圾车，其他专用汽车	
1556	,91665950HMKRFTLWTJ	,舟山市康利机械机电有限责任公司	,450985332542577	,杨歌彪	,有限责任公司	,19940607	,878.8	,20180318	,舟山市市场监督管理局	,存续	,舟山市	,仪器，仪表，行业专用机械及设备，磨具，磨料，通用零部件，焊接、切割设备与材料，五金工具，气动工具，电动工具，减速机，变速机，泵及真空设备	
1557	,91073611WWUN6DYTPA	,衡水市信凌办公无限责任公司	,111970588418275	,蒯哲	,无限责任公司	,20200102	,405.04	,20191003	,衡水市市场监督管理局	,存续	,衡水市	,办公木制品，其他材料办公家具，医用家具，剧场桌椅，影院桌椅，实验室家具，校园桌椅，保险柜，档案柜，密集架，其他办公家具	
1558	,9122327190T0FGNKQG	,龙岩市烽业农林牧渔无限责任公司	,574036675571928	,蔺歌蓓	,无限责任公司	,19980718	,147.71	,20130122	,龙岩市市场监督管理局	,存续	,龙岩市	,粮食、豆类，蔬菜及制品，水果及制品，坚果，杂果，干果，咖啡，可可及制品，棉类，麻类，含油子仁，果仁，籽，食用菌，烟草，花木，竹木，藤苇，干草，木炭，植物提取物，动物提取物，动植物油，动植物种苗，家禽，	
1559	,91413715FJQ9RDR1G9	,双鸭山市温纳斯信息产业有限责任公司	,795899834425601	,舌微忠学	,有限责任公司	,20000706	,714.1	,20140501	,双鸭山市市场监督管理局	,存续	,双鸭山市	,计算机，消耗品，插卡类，主机配件，电脑外设，机箱，UPS与电源，网络设备，配件，电脑，电子记事簿，笔记本电脑，服务器，工作站，二手电脑及用品	
1560	,91779810LUK8X0D021	,台州市健福信息产业股份有限公司	,537701843399275	,裴忠纯	,股份有限公司	,19970107	,969.7	,20130311	,台州市市场监督管理局	,存续	,台州市	,计算机，消耗品，插卡类，主机配件，电脑外设，机箱，UPS与电源，网络设备，配件，电脑，电子记事簿，笔记本电脑，服务器，工作站，二手电脑及用品	
1561	,91792975354QT0T50B	,武威市仕鑫环保绿化股份两合公司	,241465996799172	,南门玉雁	,股份两合公司	,19930907	,1321.67	,20141223	,武威市市场监督管理局	,存续	,武威市	,废金属处理设施，纺织废料处理设施，皮革废料及处理设施，化工废料及处理设施，废气处理设施，水、污水处理设施，废料回收再利用	
1562	,91917265RT79FY5NXX	,潮州市信弘辉轻工食品股份有限公司	,928324238864193	,游凯民	,股份有限公司	,20010212	,923.93	,20230529	,潮州市市场监督管理局	,存续	,潮州市	,饮料，酒类，茶叶及制品，咖啡，可可及制品，水产及制品，禽畜肉及制品，罐头食品，速冻食品，方便食品，休闲食品，豆制品，蛋制品	
1563	,91158595RE9GRAR9RK	,安顺市加顺包装股份有限公司	,636965996828456	,巢易有	,股份有限公司	,20070829	,476.17	,20140327	,安顺市市场监督管理局	,存续	,安顺市	,纸浆，文化用纸，包装用纸，家用纸品，壁纸，废纸，其它用途用纸，标签，标牌，胶带，索具，托盘，包装材料，纸制包装用品	
1564	,91730916Q33ETGGFYC	,厦门市伟捷物资股份两合公司	,665331904011533	,许力	,股份两合公司	,20121107	,132.6	,20150322	,厦门市市场监督管理局	,存续	,厦门市	,救灾物资，防汛物资，抗旱物资，农用专用物资，储备物资，燃料，锅炉，供热设备，殡仪火化设备，其他物资；劳保用品	
1565	,91652358EBJWHKD5NA	,平凉市友祥环保绿化无限责任公司	,744530559931428	,侯义朗	,无限责任公司	,19900514	,477.24	,20130505	,平凉市市场监督管理局	,存续	,平凉市	,废金属处理设施，纺织废料处理设施，皮革废料及处理设施，化工废料及处理设施，废气处理设施，水、污水处理设施，废料回收再利用	
1566	,91081182TUDXUKQ45J	,亳州市豪耀办公股份有限公司	,657198377256361	,柴眉	,股份有限公司	,19980929	,1034.8	,20160319	,亳州市市场监督管理局	,存续	,亳州市	,办公木制品，其他材料办公家具，医用家具，剧场桌椅，影院桌椅，实验室家具，校园桌椅，保险柜，档案柜，密集架，其他办公家具	
1567	,91895720DGE7BDAW2F	,娄底市世炎水利水电有限责任公司	,473230949887136	,蓟礼和	,有限责任公司	,19941217	,1625.95	,20190812	,娄底市市场监督管理局	,存续	,娄底市	,水利、火力发电设备，水利、防洪工程及用品，河道疏浚工程，大坝、水库、闸门、泻洪工程，农田水利工程，江河、湖泊治理工程，电力工程，电力、太阳能及再生能源，其他水利水电设备，其他水利水电设施	
1568	,9191304107URX53X7E	,洛阳市岑帧办公股份两合公司	,370353352263041	,鞠宜	,股份两合公司	,20150401	,676.95	,20220318	,洛阳市市场监督管理局	,存续	,洛阳市	,办公木制品，其他材料办公家具，医用家具，剧场桌椅，影院桌椅，实验室家具，校园桌椅，保险柜，档案柜，密集架，其他办公家具	
1569	,91724617NPXKRQ9LEA	,怀化市屈官旅游休闲股份有限公司	,570620161091669	,闾丘薇	,股份有限公司	,20050512	,348.86	,20150616	,怀化市市场监督管理局	,存续	,怀化市	,旅游休闲旅游用品，宾馆酒店用品，宠物及用品，纪念品，扑克，棋类，乐器，钓鱼，健身，游艺设施，旅行服务	
1570	,91398193PMYEREFBYG	,铜陵市玛卓交通运输无限责任公司	,735634622631020	,金信乐	,无限责任公司	,20060331	,223.1	,20190907	,铜陵市市场监督管理局	,存续	,铜陵市	,轿车，越野汽车，吉普车，卡车，载客汽车，旅行面包车，公共汽车，微型客车，其它载客汽车，专用汽车，工程汽车，工具汽车，消防车，警车，救护车，通讯和广播用车，皮卡，洒水车，道路清扫车，垃圾车，其他专用汽车	
1571	,91637651PLW3HDUA58	,榆林市成妙石油化工股份两合公司	,222335168373528	,琴加毅	,股份两合公司	,20030628	,625.61	,20180928	,榆林市市场监督管理局	,存续	,榆林市	,无机化工原料，有机化工原料，树脂，其他聚合物，化学纤维，食品添加剂，饲料添加剂，化学试剂，催化剂及化学助剂，日用化学品，香料，香精，染料，颜料，涂料，胶粘剂，火工产品，油墨，塑料及制品，橡胶及制品，	
1572	,91407395DR2QJB71RM	,六盘水市太久水利水电有限责任公司	,807572720242415	,奚贝纯	,有限责任公司	,20150806	,148.88	,20190924	,六盘水市市场监督管理局	,存续	,六盘水市	,水利、火力发电设备，水利、防洪工程及用品，河道疏浚工程，大坝、水库、闸门、泻洪工程，农田水利工程，江河、湖泊治理工程，电力工程，电力、太阳能及再生能源，其他水利水电设备，其他水利水电设施	
1573	,91277910T2F3JHMFY3	,天水市雨京办公股份有限公司	,879761496316913	,宋贝霞	,股份有限公司	,20010117	,728.72	,20200429	,天水市市场监督管理局	,存续	,天水市	,办公木制品，其他材料办公家具，医用家具，剧场桌椅，影院桌椅，实验室家具，校园桌椅，保险柜，档案柜，密集架，其他办公家具	
1574	,91369094ADE5P7LAXE	,宿州市强玮包装有限责任公司	,247322044595668	,顾枝	,有限责任公司	,19920228	,1066.8	,20230601	,宿州市市场监督管理局	,存续	,宿州市	,纸浆，文化用纸，包装用纸，家用纸品，壁纸，废纸，其它用途用纸，标签，标牌，胶带，索具，托盘，包装材料，纸制包装用品	
1575	,91491633Y5GAG1F3TD	,洛阳市中用包装有限责任公司	,876330857707959	,马仁琼	,有限责任公司	,20200728	,548.48	,20211111	,洛阳市市场监督管理局	,存续	,洛阳市	,纸浆，文化用纸，包装用纸，家用纸品，壁纸，废纸，其它用途用纸，标签，标牌，胶带，索具，托盘，包装材料，纸制包装用品	
1576	,91789909696WJYQPQG	,固原市盛钧信息产业无限责任公司	,658098724457979	,丰玉桂	,无限责任公司	,19910825	,1116.22	,20181030	,固原市市场监督管理局	,存续	,固原市	,计算机，消耗品，插卡类，主机配件，电脑外设，机箱，UPS与电源，网络设备，配件，电脑，电子记事簿，笔记本电脑，服务器，工作站，二手电脑及用品	
1577	,91066552TM37JL5ECT	,渭南市福悦电子电工有限责任公司	,747419725168542	,黄加勇	,有限责任公司	,20121104	,1547.74	,20160126	,渭南市市场监督管理局	,存续	,渭南市	,磁性材料，半导体材料，绝缘材料，电工陶瓷材料，电子元器件、组件，电池，照明与灯具，插头，插座，充电器，电动机	
1578	,91066793K693J631M0	,抚顺市爱华信息产业股份有限公司	,701889582832040	,瞿都敬	,股份有限公司	,20160506	,1217.44	,20220731	,抚顺市市场监督管理局	,存续	,抚顺市	,计算机，消耗品，插卡类，主机配件，电脑外设，机箱，UPS与电源，网络设备，配件，电脑，电子记事簿，笔记本电脑，服务器，工作站，二手电脑及用品	
1579	,91967476RYCW1H8JTW	,大庆市元库体育股份有限公司	,248455826561325	,喻嘉	,股份有限公司	,20080119	,2039.06	,20161222	,大庆市市场监督管理局	,存续	,大庆市	,体育器材，体育场馆专用材料，体育场馆建设工程，康复器械，比赛服装，体育设施，其他体育用品	
1580	,916435319UA68XD6JK	,郑州市来江电子电工股份有限公司	,223394519738642	,冷星	,股份有限公司	,20041006	,623.52	,20201215	,郑州市市场监督管理局	,存续	,郑州市	,磁性材料，半导体材料，绝缘材料，电工陶瓷材料，电子元器件、组件，电池，照明与灯具，插头，插座，充电器，电动机	
1581	,91466203TJ15966RFA	,宁波市森梦冶金矿产股份有限公司	,256720039176638	,胡电朋	,股份有限公司	,20040322	,218.77	,20181223	,宁波市市场监督管理局	,存续	,宁波市	,金属矿产，有色金属，有色金属制品，有色金属合金，有色金属合金制品，稀土及稀土制品，黑色金属及制品，铁合金及制品，钢铁及制品，铸锻件，金属丝网，粉末冶金，磁性材料，废金属，非金属矿产	
1582	,91416406U1QNK98QHT	,聊城市洲博家居用品两合公司	,766088667366158	,宦易韵	,两合公司	,20030406	,358.1	,20181029	,聊城市市场监督管理局	,存续	,聊城市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
1583	,91106686DCRGM3197A	,白城市久扬专业服务股份两合公司	,795986940261038	,滑艺	,股份两合公司	,20041022	,170.09	,20130114	,白城市市场监督管理局	,存续	,白城市	,不干胶制品，广告材料，印刷出版物，音像制品及电子读物，广播，电视节目，排版，制版设备，印刷设备，二手印刷设备，印刷出版服，媒体和传播，培训，物业管理	
1584	,91268380MDD3QE1JF3	,白城市欧创世农林牧渔无限责任公司	,423921800185741	,容裕	,无限责任公司	,20090519	,315.07	,20220914	,白城市市场监督管理局	,存续	,白城市	,粮食、豆类，蔬菜及制品，水果及制品，坚果，杂果，干果，咖啡，可可及制品，棉类，麻类，含油子仁，果仁，籽，食用菌，烟草，花木，竹木，藤苇，干草，木炭，植物提取物，动物提取物，动植物油，动植物种苗，家禽，	
1585	,91506445GRN9B1W9Y3	,苏州市盛钧包装股份有限公司	,572304357819169	,荣电伯	,股份有限公司	,20050224	,713.08	,20161017	,苏州市市场监督管理局	,存续	,苏州市	,纸浆，文化用纸，包装用纸，家用纸品，壁纸，废纸，其它用途用纸，标签，标牌，胶带，索具，托盘，包装材料，纸制包装用品	
1586	,91404027L7XWWKWXW4	,沧州市顿同物资有限责任公司	,960743984809639	,关信育	,有限责任公司	,20200420	,1533.9	,20170930	,沧州市市场监督管理局	,存续	,沧州市	,救灾物资，防汛物资，抗旱物资，农用专用物资，储备物资，燃料，锅炉，供热设备，殡仪火化设备，其他物资；劳保用品	
1587	,91690420FXWTH13EQ1	,常德市瑞泰电子电工无限责任公司	,247364658079392	,正壤香	,无限责任公司	,20130128	,1487.09	,20191125	,常德市市场监督管理局	,存续	,常德市	,磁性材料，半导体材料，绝缘材料，电工陶瓷材料，电子元器件、组件，电池，照明与灯具，插头，插座，充电器，电动机	
1588	,91459243P9476H30HT	,广元市束达安全防护有限责任公司	,764278419978497	,那凯军	,有限责任公司	,19911019	,311.85	,20120817	,广元市市场监督管理局	,存续	,广元市	,锁具，保险柜，门铃，可视门铃，防盗设施，报警装置，监视，监控设备，避雷产品，防弹器材，防暴器材，防身用具，军需用品，救生器材	
1589	,91582781H284NBRW2X	,常州市领频物资有限责任公司	,761285179097082	,燕歌民	,有限责任公司	,20031012	,695.03	,20191010	,常州市市场监督管理局	,存续	,常州市	,救灾物资，防汛物资，抗旱物资，农用专用物资，储备物资，燃料，锅炉，供热设备，殡仪火化设备，其他物资；劳保用品	
1590	,911869573Q9E7DXFRC	,资阳市欣茂服装纺织两合公司	,415286157398860	,越成	,两合公司	,20110429	,1189.77	,20200611	,资阳市市场监督管理局	,存续	,资阳市	,服饰，服装辅料，帽子，领带，围巾，头巾，手套，袜子，鞋及鞋材，针织服装，梭织服装，品牌服装，男装，女装，婴儿服装，儿童服装	
1591	,91554191RQ6DE1F2MM	,朔州市新啸建筑建材股份有限公司	,957262314500588	,薄仁博	,股份有限公司	,20140422	,223.96	,20171027	,朔州市市场监督管理局	,存续	,朔州市	,市政道路建设，市政公用设施建设，自来水输水工程，集中供暖、供热、供气工程，文教、卫生、体育、音乐等公益设施建设，纪念性建筑设施建设，各类建筑工程，木材板材，石材石料，水泥及制品，石灰，石膏，混凝土	
1592	,910189832MLQF2AUMC	,合肥市明顿办公股份两合公司	,575476132675657	,寇加文	,股份两合公司	,20120623	,741.59	,20220601	,合肥市市场监督管理局	,存续	,合肥市	,办公木制品，其他材料办公家具，医用家具，剧场桌椅，影院桌椅，实验室家具，校园桌椅，保险柜，档案柜，密集架，其他办公家具	
1593	,91042507HJ68W8MLH1	,淮北市顿同轻工食品有限责任公司	,584201421779621	,奚笑欣	,有限责任公司	,20201105	,809.82	,20221024	,淮北市市场监督管理局	,存续	,淮北市	,饮料，酒类，茶叶及制品，咖啡，可可及制品，水产及制品，禽畜肉及制品，罐头食品，速冻食品，方便食品，休闲食品，豆制品，蛋制品	
1594	,91151973KPHTXCN618	,宜昌市利优家居用品股份两合公司	,545920026737774	,山忠力	,股份两合公司	,19960919	,795.9	,20130603	,宜昌市市场监督管理局	,存续	,宜昌市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
1595	,91891373802BWRR0MY	,金华市辰海冶金矿产无限责任公司	,671773768864636	,姜被良	,无限责任公司	,20031026	,1042.15	,20211211	,金华市市场监督管理局	,存续	,金华市	,金属矿产，有色金属，有色金属制品，有色金属合金，有色金属合金制品，稀土及稀土制品，黑色金属及制品，铁合金及制品，钢铁及制品，铸锻件，金属丝网，粉末冶金，磁性材料，废金属，非金属矿产	
1596	,91017000MXM9XFTJPY	,黄山市佩来电子电工股份两合公司	,303335819207371	,蒯电红	,股份两合公司	,20140723	,248.39	,20190704	,黄山市市场监督管理局	,存续	,黄山市	,磁性材料，半导体材料，绝缘材料，电工陶瓷材料，电子元器件、组件，电池，照明与灯具，插头，插座，充电器，电动机	
1597	,91835130670DA2HG19	,丹东市世合包装股份两合公司	,168110481996965	,杭莺	,股份两合公司	,19970806	,1327.99	,20131012	,丹东市市场监督管理局	,存续	,丹东市	,纸浆，文化用纸，包装用纸，家用纸品，壁纸，废纸，其它用途用纸，标签，标牌，胶带，索具，托盘，包装材料，纸制包装用品	
1598	,91945710AL1F85KWE4	,武汉市德兴交通运输股份有限公司	,258957366485605	,吕卡光	,股份有限公司	,20020606	,335.61	,20181024	,武汉市市场监督管理局	,存续	,武汉市	,轿车，越野汽车，吉普车，卡车，载客汽车，旅行面包车，公共汽车，微型客车，其它载客汽车，专用汽车，工程汽车，工具汽车，消防车，警车，救护车，通讯和广播用车，皮卡，洒水车，道路清扫车，垃圾车，其他专用汽车	
1599	,913997612R22T8DBD3	,常州市频基电子电工股份有限公司	,340158686892660	,桂忠芸	,股份有限公司	,20151017	,1242.17	,20180402	,常州市市场监督管理局	,存续	,常州市	,磁性材料，半导体材料，绝缘材料，电工陶瓷材料，电子元器件、组件，电池，照明与灯具，插头，插座，充电器，电动机	
1600	,91339223GGE6L173E6	,娄底市束慨机械机电股份两合公司	,277379423430410	,龙易菁	,股份两合公司	,20200122	,335.53	,20210929	,娄底市市场监督管理局	,存续	,娄底市	,仪器，仪表，行业专用机械及设备，磨具，磨料，通用零部件，焊接、切割设备与材料，五金工具，气动工具，电动工具，减速机，变速机，泵及真空设备	
1601	,913690123WTPP1A5U1	,信阳市悦汉家居用品有限责任公司	,754427333758726	,陶安	,有限责任公司	,20121120	,1045.77	,20180921	,信阳市市场监督管理局	,存续	,信阳市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
1602	,91739172DJ788M457A	,赤峰市威日办公文教股份两合公司	,389370891528787	,谢苑	,股份两合公司	,19990620	,548.48	,20150908	,赤峰市市场监督管理局	,存续	,赤峰市	,图书资料，光学及照相器材，耗材，文具，计算器，办公纸张，办公簿，办公本，办公册，信封，档案夹，软盘，硒鼓，墨盒，墨粉	
1603	,917611687Q9TA8GHTR	,厦门市富腾意信息产业两合公司	,547931752014831	,萧信松	,两合公司	,19930909	,250.44	,20191117	,厦门市市场监督管理局	,存续	,厦门市	,计算机，消耗品，插卡类，主机配件，电脑外设，机箱，UPS与电源，网络设备，配件，电脑，电子记事簿，笔记本电脑，服务器，工作站，二手电脑及用品	
1604	,9196951472UUK5TAM3	,定西市禾祥农林牧渔两合公司	,289541384083036	,鄂林	,两合公司	,19951105	,1327.11	,20140821	,定西市市场监督管理局	,存续	,定西市	,粮食、豆类，蔬菜及制品，水果及制品，坚果，杂果，干果，咖啡，可可及制品，棉类，麻类，含油子仁，果仁，籽，食用菌，烟草，花木，竹木，藤苇，干草，木炭，植物提取物，动物提取物，动植物油，动植物种苗，家禽，	
1605	,91104499LJUCTP660B	,伊春市烽康建筑建材有限责任公司	,824099877858458	,屠无倩	,有限责任公司	,19980219	,990.3	,20190110	,伊春市市场监督管理局	,存续	,伊春市	,市政道路建设，市政公用设施建设，自来水输水工程，集中供暖、供热、供气工程，文教、卫生、体育、音乐等公益设施建设，纪念性建筑设施建设，各类建筑工程，木材板材，石材石料，水泥及制品，石灰，石膏，混凝土	
1606	,91001628PJXHJUTWPU	,陇南市惠啸机械机电有限责任公司	,963517574218648	,蒙忠贞	,有限责任公司	,20130809	,843.02	,20140512	,陇南市市场监督管理局	,存续	,陇南市	,仪器，仪表，行业专用机械及设备，磨具，磨料，通用零部件，焊接、切割设备与材料，五金工具，气动工具，电动工具，减速机，变速机，泵及真空设备	
1607	,91727297U7TE6MAJP4	,资阳市玥期包装无限责任公司	,315691690531686	,全友娟	,无限责任公司	,19990227	,499.86	,20210529	,资阳市市场监督管理局	,存续	,资阳市	,纸浆，文化用纸，包装用纸，家用纸品，壁纸，废纸，其它用途用纸，标签，标牌，胶带，索具，托盘，包装材料，纸制包装用品	
1608	,91611788FXTUAGQMTD	,晋城市胜本环保绿化股份有限公司	,544213953926029	,石朗	,股份有限公司	,20030328	,133.57	,20130925	,晋城市市场监督管理局	,存续	,晋城市	,废金属处理设施，纺织废料处理设施，皮革废料及处理设施，化工废料及处理设施，废气处理设施，水、污水处理设施，废料回收再利用	
1609	,91441823XGX9RNPJDE	,昌都市中远体育股份两合公司	,824467457510143	,姜马春	,股份两合公司	,20060111	,1778.35	,20190610	,昌都市市场监督管理局	,存续	,昌都市	,体育器材，体育场馆专用材料，体育场馆建设工程，康复器械，比赛服装，体育设施，其他体育用品	
1610	,91850336DU20CPJ1E8	,通化市荣乐交通运输股份两合公司	,123431496939276	,汪智东	,股份两合公司	,20190130	,1628.49	,20210806	,通化市市场监督管理局	,存续	,通化市	,轿车，越野汽车，吉普车，卡车，载客汽车，旅行面包车，公共汽车，微型客车，其它载客汽车，专用汽车，工程汽车，工具汽车，消防车，警车，救护车，通讯和广播用车，皮卡，洒水车，道路清扫车，垃圾车，其他专用汽车	
1611	,91617380P8L4FEPDUH	,哈尔滨市环球服装纺织两合公司	,248556668687881	,束峰	,两合公司	,20081001	,215.03	,20201125	,哈尔滨市市场监督管理局	,存续	,哈尔滨市	,服饰，服装辅料，帽子，领带，围巾，头巾，手套，袜子，鞋及鞋材，针织服装，梭织服装，品牌服装，男装，女装，婴儿服装，儿童服装	
1612	,9143746937CD5UPUQK	,玉林市玮新建筑建材无限责任公司	,897157818404850	,雷友荷	,无限责任公司	,20201018	,281.55	,20190714	,玉林市市场监督管理局	,存续	,玉林市	,市政道路建设，市政公用设施建设，自来水输水工程，集中供暖、供热、供气工程，文教、卫生、体育、音乐等公益设施建设，纪念性建筑设施建设，各类建筑工程，木材板材，石材石料，水泥及制品，石灰，石膏，混凝土	
1613	,91234896D0E49NWFGR	,菏泽市冠莱家居用品两合公司	,328714184624030	,芮娅	,两合公司	,19950313	,152.7	,20211224	,菏泽市市场监督管理局	,存续	,菏泽市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
1614	,91600577D71R7AXHXF	,双鸭山市富润专业服务无限责任公司	,799443393338628	,羿友菲	,无限责任公司	,20130514	,588.7	,20170602	,双鸭山市市场监督管理局	,存续	,双鸭山市	,不干胶制品，广告材料，印刷出版物，音像制品及电子读物，广播，电视节目，排版，制版设备，印刷设备，二手印刷设备，印刷出版服，媒体和传播，培训，物业管理	
1615	,91125947RQXP1G305X	,肇庆市真莱农林牧渔股份有限公司	,743635622320149	,谈纯	,股份有限公司	,20091213	,826.25	,20190204	,肇庆市市场监督管理局	,存续	,肇庆市	,粮食、豆类，蔬菜及制品，水果及制品，坚果，杂果，干果，咖啡，可可及制品，棉类，麻类，含油子仁，果仁，籽，食用菌，烟草，花木，竹木，藤苇，干草，木炭，植物提取物，动物提取物，动植物油，动植物种苗，家禽，	
1616	,91047840BM0QMPGPKD	,无锡市晨超包装两合公司	,411734597472925	,匡伊	,两合公司	,20190814	,1265.02	,20230425	,无锡市市场监督管理局	,存续	,无锡市	,纸浆，文化用纸，包装用纸，家用纸品，壁纸，废纸，其它用途用纸，标签，标牌，胶带，索具，托盘，包装材料，纸制包装用品	
1617	,91295698C7L7UL0GNX	,双鸭山市富腾意交通运输两合公司	,680860042201877	,凌露	,两合公司	,19900210	,536.35	,20190313	,双鸭山市市场监督管理局	,存续	,双鸭山市	,轿车，越野汽车，吉普车，卡车，载客汽车，旅行面包车，公共汽车，微型客车，其它载客汽车，专用汽车，工程汽车，工具汽车，消防车，警车，救护车，通讯和广播用车，皮卡，洒水车，道路清扫车，垃圾车，其他专用汽车	
1618	,91431345J3CNJX7668	,南宁市豪先建筑建材股份有限公司	,588311773923209	,单于都俊	,股份有限公司	,19971031	,760.53	,20170416	,南宁市市场监督管理局	,存续	,南宁市	,市政道路建设，市政公用设施建设，自来水输水工程，集中供暖、供热、供气工程，文教、卫生、体育、音乐等公益设施建设，纪念性建筑设施建设，各类建筑工程，木材板材，石材石料，水泥及制品，石灰，石膏，混凝土	
