
id,socialId,name,registerId,represent,type,builtTime,regAmount,checkTime,regLocate,state,locate,busScope
88	,9169692642WMUDWNNU	,88	,624813400048070	,禄轮	,两合公司	,19990824	,644.76	,20210512	,淮北市市场监督管理局	,存续	,淮北市	,市政道路建设，市政公用设施建设，自来水输水工程，集中供暖、供热、供气工程，文教、卫生、体育、音乐等公益设施建设，纪念性建筑设施建设，各类建筑工程，木材板材，石材石料，水泥及制品，石灰，石膏，混凝土	
89	,91859021B9NUDQDCP6	,89	,833676441635337	,吴壮	,两合公司	,19960609	,2022.95	,20180308	,昆明市市场监督管理局	,存续	,昆明市	,服饰，服装辅料，帽子，领带，围巾，头巾，手套，袜子，鞋及鞋材，针织服装，梭织服装，品牌服装，男装，女装，婴儿服装，儿童服装	
90	,914236675WETBBH5C3	,90	,593789174524371	,盛义生	,股份有限公司	,20040625	,356.42	,20170716	,烟台市市场监督管理局	,存续	,烟台市	,无机化工原料，有机化工原料，树脂，其他聚合物，化学纤维，食品添加剂，饲料添加剂，化学试剂，催化剂及化学助剂，日用化学品，香料，香精，染料，颜料，涂料，胶粘剂，火工产品，油墨，塑料及制品，橡胶及制品，	
91	,91465558J7L6TTE003	,91	,575453861920237	,琴弘	,两合公司	,20190529	,168.82	,20190829	,铜陵市市场监督管理局	,存续	,铜陵市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
92	,917887263M3RMHCQAP	,92	,664371677165646	,莘思	,股份有限公司	,20050417	,1136.95	,20211215	,丹东市市场监督管理局	,存续	,丹东市	,水利、火力发电设备，水利、防洪工程及用品，河道疏浚工程，大坝、水库、闸门、泻洪工程，农田水利工程，江河、湖泊治理工程，电力工程，电力、太阳能及再生能源，其他水利水电设备，其他水利水电设施	
93	,911515625EEXUQWW5Q	,93	,941752702041296	,佴孝勤	,无限责任公司	,20010725	,235.96	,20190309	,丽水市市场监督管理局	,存续	,丽水市	,磁性材料，半导体材料，绝缘材料，电工陶瓷材料，电子元器件、组件，电池，照明与灯具，插头，插座，充电器，电动机	
94	,918628497C9XHCQXKJ	,94	,203464254997089	,隆博	,股份两合公司	,20180317	,764.61	,20130314	,池州市市场监督管理局	,存续	,池州市	,粮食、豆类，蔬菜及制品，水果及制品，坚果，杂果，干果，咖啡，可可及制品，棉类，麻类，含油子仁，果仁，籽，食用菌，烟草，花木，竹木，藤苇，干草，木炭，植物提取物，动物提取物，动植物油，动植物种苗，家禽，	
95	,919234735KU6MRCHM1	,95	,967871063818015	,舒宜	,股份两合公司	,20070504	,413.43	,20140613	,石嘴山市市场监督管理局	,存续	,石嘴山市	,市政道路建设，市政公用设施建设，自来水输水工程，集中供暖、供热、供气工程，文教、卫生、体育、音乐等公益设施建设，纪念性建筑设施建设，各类建筑工程，木材板材，石材石料，水泥及制品，石灰，石膏，混凝土	
96	,914019343Q7E34X9EQ	,96	,303305366252273	,佟贝斌	,有限责任公司	,20181014	,917.67	,20210828	,昭通市市场监督管理局	,存续	,昭通市	,金属矿产，有色金属，有色金属制品，有色金属合金，有色金属合金制品，稀土及稀土制品，黑色金属及制品，铁合金及制品，钢铁及制品，铸锻件，金属丝网，粉末冶金，磁性材料，废金属，非金属矿产	
97	,91986178984FUWCYH7	,97	,834873022696550	,楚雅	,有限责任公司	,19961004	,782.51	,20220928	,鸡西市市场监督管理局	,存续	,鸡西市	,无机化工原料，有机化工原料，树脂，其他聚合物，化学纤维，食品添加剂，饲料添加剂，化学试剂，催化剂及化学助剂，日用化学品，香料，香精，染料，颜料，涂料，胶粘剂，火工产品，油墨，塑料及制品，橡胶及制品，	
98	,914096695AKENJU1PU	,98	,942413255958426	,宁友会	,两合公司	,20070627	,120.3	,20161018	,吐鲁番市市场监督管理局	,存续	,吐鲁番市	,计算机，消耗品，插卡类，主机配件，电脑外设，机箱，UPS与电源，网络设备，配件，电脑，电子记事簿，笔记本电脑，服务器，工作站，二手电脑及用品	
99	,9177724696CH5R5FXQ	,99	,966632324259232	,福忠裕	,股份两合公司	,20010102	,382.33	,20121112	,永州市市场监督管理局	,存续	,永州市	,办公木制品，其他材料办公家具，医用家具，剧场桌椅，影院桌椅，实验室家具，校园桌椅，保险柜，档案柜，密集架，其他办公家具	
100	,91554115HBTUC23B6W	,100	,546334988666519	,鞠器滢	,有限责任公司	,20000422	,1192.16	,20210514	,衡阳市市场监督管理局	,存续	,衡阳市	,家用电器，家用电脑，家用空调，家用电视机，净水器，饮水机，榨汁机，搅拌机，咖啡机，豆浆机，电热壶，电热杯	
